column_0_cat,column_1_int,column_2_float,column_3_int,column_4_float,column_5_float,column_6_int,column_7_cat,column_8_cat,column_9_date
Susan,5,6.781658113549216,7,61.786029584971594,1.0356670750259034,0,deer,Nairobi,2020-10-05
Mary,2,12.176023149642656,0,35.16961679652658,72.88748576635777,8,crab,Moscow,2020-12-10
Ahmed,7,98.76512912991095,2,35.35153190683883,82.6424864741082,0,deer,Tokyo,2020-06-24
Ahmed,0,63.63112699834564,8,79.3208938276999,0.3347516701905362,6,fish,Moscow,2020-06-13
Mary,0,19.8757972350587,6,54.268695747077174,82.3633676464544,7,crab,Madrid,2020-09-28
Elizabeth,4,8.768063389188551,0,35.259328431731326,81.62494656890821,7,fish,Madrid,2020-08-27
Elizabeth,7,52.997728945498565,2,82.07656557319567,25.169429404136423,9,deer,Lisbon,2020-04-16
Mary,9,39.76089123248072,1,71.50667859361477,97.48356955050157,1,pig,Nairobi,2020-11-26
Elizabeth,3,64.2604807510275,1,33.60182281231501,87.10032352641099,8,fish,Lisbon,2020-07-09
Ahmed,3,79.11985782281387,6,65.22298617442618,55.693877435485575,1,fish,Tokyo,2020-01-11
Susan,0,36.00917314442863,5,44.26002024963373,82.64692521669018,6,deer,Madrid,2020-09-01
Mary,9,56.106094419764155,3,79.54043257829544,45.65411757060052,7,deer,Lisbon,2020-10-27
Ahmed,6,15.622034516977623,0,83.93426217747937,28.75191061721668,2,crab,Madrid,2020-10-21
Elizabeth,6,39.79266834851003,1,24.112299376099898,53.62817177339394,9,pig,Lisbon,2020-06-07
Susan,7,22.849769100501693,6,9.243524482742805,14.999705316559586,1,deer,Moscow,2020-09-02
Susan,6,46.483690287758265,2,29.997533953259182,3.5397876220183644,1,turkey,Lisbon,2020-05-30
Susan,7,73.63455254143263,6,9.207618249698024,25.353060570078767,3,pig,Lisbon,2020-07-04
Susan,4,90.00578304716765,2,47.23451322055985,33.663332597076234,8,turkey,Lisbon,2020-05-29
Mary,4,11.901668531343567,8,85.9834126305208,72.56578912798919,4,pig,Madrid,2020-08-24
William,9,74.8434080390443,5,99.06669449593296,77.88639003223543,7,pig,Madrid,2020-11-21
Mary,8,24.11837773896872,0,95.10375608788122,38.17610772800811,3,turkey,Moscow,2020-01-18
William,4,45.68917066135087,2,25.603722437375975,12.879720120562443,8,pig,Lisbon,2020-01-20
Ahmed,3,13.75917706703812,9,32.279733579338135,15.483419848772384,3,fish,Moscow,2020-12-12
Ahmed,9,0.09780929275933214,6,69.83654712494229,22.913314284645338,2,turkey,Madrid,2020-04-23
Ahmed,9,74.28474925211498,1,92.10596999008119,81.45443264999172,1,turkey,Tokyo,2020-06-30
Mary,0,18.971917034787843,8,65.15618404688036,61.463649510998195,4,deer,Tokyo,2020-06-19
Ahmed,0,38.86393782122279,5,19.823683570837503,96.44643064527499,1,fish,Moscow,2020-09-06
Susan,1,67.31775279539546,5,65.69012277003115,76.62911006905287,4,pig,Lisbon,2020-05-09
Ahmed,2,81.98846791583736,7,20.870263050143144,96.93213721339825,4,turkey,Madrid,2020-01-04
William,9,4.2744631778047,6,9.869556536332446,97.16773799881906,3,pig,Lisbon,2020-10-13
Elizabeth,9,66.15547929025803,3,55.78916943924692,30.54214488006044,4,crab,Tokyo,2020-09-10
Elizabeth,0,72.2724129045131,6,74.44812002876525,35.74191038927085,2,crab,Madrid,2020-07-29
Ahmed,3,65.48804236359472,6,69.34282806181542,29.01574236882045,2,deer,Madrid,2020-01-11
Ahmed,3,13.784812755143605,5,75.43383326748408,26.168898008188723,9,fish,Nairobi,2020-09-12
Mary,8,26.152093157792677,4,82.49027951168509,48.6564684024284,0,crab,Tokyo,2020-03-21
Ahmed,9,44.500736390435904,8,54.92353660608518,65.48922047540094,2,turkey,Madrid,2020-07-22
Susan,5,34.7001041618875,2,48.20361551809672,71.76451924320278,5,crab,Moscow,2020-02-15
Elizabeth,2,1.2915349721655867,2,67.92569055504501,64.49487538030776,3,turkey,Nairobi,2020-03-19
Mary,3,75.88818174708894,3,6.401693358547577,14.841137272826144,7,pig,Madrid,2020-05-24
Mary,1,18.664214759656172,9,87.59839475668714,63.409634679761304,7,fish,Lisbon,2020-03-09
William,4,15.266507883736724,3,56.93312249933368,77.25634089407461,9,deer,Lisbon,2020-02-17
Susan,7,51.595127039026586,4,27.73075965529399,10.757857216713674,9,deer,Tokyo,2020-11-11
Susan,2,6.101274962144476,2,66.36296027373977,33.535917629056065,1,pig,Tokyo,2020-04-01
Susan,3,30.6846032495072,9,4.071098080726266,16.092153611096137,8,crab,Tokyo,2020-11-24
Ahmed,8,70.62544432052056,9,70.83615478785201,83.34970735670812,5,pig,Tokyo,2020-03-17
William,9,18.004074762926837,3,94.11635984616245,2.764191100077129,6,crab,Lisbon,2020-07-10
Ahmed,8,43.5617612519487,8,17.340908256948552,98.02343744668917,8,crab,Lisbon,2020-02-08
Mary,1,64.21028659843732,3,32.55796311501171,54.16997244889911,2,deer,Nairobi,2020-02-03
William,4,15.006663292757693,1,5.5521508544471025,47.17615505823708,5,crab,Tokyo,2020-11-11
William,6,91.86505943976603,2,68.37566323318171,0.7629160411537939,3,deer,Moscow,2020-09-18
Elizabeth,1,66.73968711048668,4,71.09496526635502,55.231908011357234,5,crab,Lisbon,2020-11-28
Susan,2,50.05226478150227,8,36.36595212910817,55.28564821201321,8,fish,Madrid,2020-04-15
Ahmed,2,80.91381074910721,8,31.451641951900722,71.55269571227608,4,turkey,Moscow,2020-02-02
Elizabeth,8,10.493282084163669,2,93.44906607058527,4.286258115947339,4,deer,Lisbon,2020-03-13
Susan,8,97.27972858312525,5,40.59339000581311,6.867892884677906,8,crab,Moscow,2020-10-30
Elizabeth,7,11.743022050092733,0,33.46427335101432,84.47065421371543,7,crab,Madrid,2020-03-13
Elizabeth,6,61.062309131583845,1,3.45377107937086,19.458075527771847,0,crab,Madrid,2020-11-30
Susan,8,39.3602788087574,2,13.592940998544611,41.19594920634624,7,fish,Tokyo,2020-06-15
William,9,63.402793021197446,0,86.95547415032073,3.7200433438665526,2,deer,Moscow,2020-05-23
Susan,5,27.492532050232455,1,36.67831018771631,22.974419080585974,2,fish,Tokyo,2020-11-27
William,8,46.775598539077876,7,97.73531733349297,90.56822411888412,6,pig,Lisbon,2020-04-26
Mary,9,86.3372691124514,7,87.47352237251296,14.64880595856708,3,deer,Lisbon,2020-12-24
Ahmed,9,1.001130281703111,3,46.74003899541622,35.08047148778988,1,deer,Madrid,2020-09-30
Susan,3,19.753879987697186,9,92.47056092768075,87.40740056637306,3,fish,Lisbon,2020-08-08
William,2,9.720311271515014,2,83.6811301787417,92.61981450720766,8,crab,Lisbon,2020-04-18
Mary,7,46.87862056241935,2,0.18007155153908494,52.10821297719723,5,deer,Moscow,2020-01-16
Susan,6,97.0460592772744,2,7.713215570127618,16.01048196045438,4,deer,Nairobi,2020-10-12
Mary,9,14.273457151187463,1,40.90400389907385,89.99050446147113,5,pig,Tokyo,2020-05-13
Susan,1,16.209716696172315,4,19.767395804244757,39.00495582328407,4,fish,Nairobi,2020-11-15
Mary,6,21.58942919898399,7,99.30204818576857,11.108091684921718,5,turkey,Tokyo,2020-12-22
Mary,3,44.166834032610446,5,98.72140461647994,97.3886431692922,3,turkey,Tokyo,2020-11-23
Elizabeth,6,82.82958418536927,5,32.64340518800617,67.53338449867192,1,deer,Moscow,2020-12-18
Mary,4,92.34971857918617,8,4.0770427563190825,42.827582558379696,5,deer,Tokyo,2020-04-19
William,0,30.42606508180605,3,84.87744639411775,98.48498142390855,1,turkey,Madrid,2020-05-15
Mary,2,38.60213430821873,7,64.28402293085435,81.53470868681929,7,crab,Lisbon,2020-06-19
Ahmed,9,8.174480204702029,5,32.78263381402361,78.23366045081758,5,turkey,Madrid,2020-08-20
Ahmed,6,34.69059437904751,3,71.05351288667443,16.945515306210048,4,crab,Lisbon,2020-05-05
William,2,26.783884212545615,5,2.8849408355731354,17.95294522799852,5,pig,Lisbon,2020-03-04
Ahmed,5,13.966660804738606,7,14.064686006294803,80.1288468488189,8,turkey,Moscow,2020-01-18
Elizabeth,4,51.69856504824458,4,76.35412139054651,90.05922960640288,0,fish,Nairobi,2020-11-10
Mary,8,44.79592766078254,7,73.73435562812067,91.16536208091136,1,crab,Madrid,2020-12-02
Susan,1,23.458655006653185,1,99.01147027396237,90.45242896558243,8,crab,Lisbon,2020-03-03
Susan,4,38.47915219412658,9,57.41984190702279,96.10838469371306,6,turkey,Lisbon,2020-03-15
Elizabeth,4,94.70291613576488,4,63.85454640781779,34.548666516760406,9,fish,Tokyo,2020-04-14
Ahmed,5,67.54428200461929,7,84.2102744034299,44.36008955668602,2,pig,Lisbon,2020-08-04
Elizabeth,7,12.237732696653891,8,14.891264106577184,85.60691311984525,9,crab,Nairobi,2020-11-27
Susan,9,18.065719484136423,0,7.036463436160945,10.41347471846743,8,pig,Nairobi,2020-01-02
Susan,4,67.72437121301915,1,65.78937690258407,54.80350491944604,3,fish,Moscow,2020-08-01
Elizabeth,1,63.09853548052676,2,57.59627419104657,91.23878474605237,2,crab,Moscow,2020-01-05
Ahmed,5,61.94792949018723,7,82.05994126350072,44.77913782654422,3,deer,Nairobi,2020-05-05
Ahmed,0,63.90676261015085,4,52.51890116466872,89.73521587445369,1,fish,Tokyo,2020-05-20
Ahmed,4,35.717816467756805,1,15.803736482328024,62.26256332034845,9,deer,Moscow,2020-07-30
Elizabeth,7,66.27755206204455,7,6.859874823111989,54.54475147963694,7,fish,Tokyo,2020-05-13
Mary,0,53.28835949745488,3,29.615493333211628,85.41788005244453,2,turkey,Madrid,2020-05-01
Ahmed,9,72.08821011195833,3,23.4622659306142,55.95010188394226,6,crab,Madrid,2020-03-19
Susan,7,16.978142443552102,5,20.351887991815843,58.775224171840954,1,pig,Nairobi,2020-04-14
Susan,1,48.75505030283605,1,58.823858588333955,57.08122718153346,9,turkey,Lisbon,2020-04-12
William,0,1.7057430019341013,0,32.63248951714055,70.47235876315567,5,turkey,Nairobi,2020-04-02
William,0,10.014360654083399,8,65.78620825741307,72.04818432118513,5,crab,Lisbon,2020-10-03
Mary,3,28.195441972556733,9,8.828125391138286,67.44373080073953,4,crab,Tokyo,2020-02-24
William,4,36.145870749533195,0,33.33167329500416,2.589954649921067,3,pig,Lisbon,2020-06-30
Susan,5,46.03928702011726,5,10.28618948580261,98.17743813992158,6,deer,Lisbon,2020-02-03
Mary,9,13.433100590451886,7,95.26708312303835,27.782016568488533,8,fish,Tokyo,2020-01-19
Susan,9,36.4483123020505,0,98.2990809301657,54.03968008116608,9,pig,Lisbon,2020-12-19
Mary,9,53.53778847328966,2,55.28534810550818,13.34705427121612,1,deer,Lisbon,2020-10-15
Mary,7,80.76768848885379,0,43.36890257034723,18.775049639680887,2,turkey,Madrid,2020-01-02
Susan,3,91.71883109493335,0,42.52135947386974,48.509346288242085,3,fish,Tokyo,2020-09-19
Elizabeth,6,81.7622757694208,4,44.590384802278095,27.427791419124837,6,pig,Madrid,2020-11-01
Mary,9,1.9905990463565781,6,74.87707242486076,62.69040229800537,5,fish,Lisbon,2020-06-03
Ahmed,8,68.82601036632084,7,88.78271836408754,92.1229258746936,7,crab,Madrid,2020-03-08
Ahmed,0,22.948583446799788,4,60.73434892621306,48.92169271925456,5,pig,Tokyo,2020-08-22
Susan,5,97.30319421515975,8,49.959509339571326,92.45288881675599,4,crab,Madrid,2020-08-07
Mary,9,83.29766844218032,5,70.13482850513131,38.67699489407541,3,deer,Moscow,2020-10-19
Susan,0,28.696981746381223,9,85.14267483702695,37.10077037520717,4,fish,Tokyo,2020-09-30
Ahmed,6,78.85618983833099,7,61.251851659152635,11.725834228864397,2,deer,Madrid,2020-07-17
Susan,9,49.667981463898684,8,93.31940596278008,84.48386095190425,6,deer,Tokyo,2020-12-01
Susan,0,51.14167362205523,5,99.28799750900477,38.54296357503174,9,turkey,Madrid,2020-11-13
Susan,4,63.84014330419501,9,31.076602393820195,71.04306531320901,1,pig,Madrid,2020-03-03
William,8,8.330981425644257,9,80.48876837203706,15.09680929259809,3,turkey,Tokyo,2020-06-26
Susan,1,88.25587340126965,0,95.4713545747002,28.683404307595772,7,crab,Moscow,2020-04-29
Mary,7,73.72502863395131,2,35.838311763029374,44.77149696042908,9,deer,Tokyo,2020-07-02
Mary,7,4.711538236378987,9,57.38124823944397,82.95376718961296,4,pig,Tokyo,2020-09-04
Ahmed,8,98.37728853524477,4,25.04826254546827,24.14346926344243,4,fish,Lisbon,2020-03-02
Elizabeth,6,39.06881772853137,6,60.43080637539037,43.871998843304226,4,turkey,Nairobi,2020-12-06
Ahmed,6,81.34094008192575,1,6.591059625728201,1.9847432172238721,1,deer,Lisbon,2020-02-11
William,9,11.388085167751981,8,27.687448487719777,87.38425589640116,2,deer,Tokyo,2020-01-03
Susan,3,41.93978127883352,6,41.80296120109984,34.46068357766418,9,pig,Moscow,2020-06-16
Elizabeth,4,31.42515054633188,7,2.501294464089121,55.9718734918606,8,fish,Nairobi,2020-11-17
William,3,64.74139767155945,0,22.639646659683066,90.95571847275859,5,crab,Moscow,2020-12-27
Mary,1,89.76297833339777,6,5.049651408675338,33.330777714248185,8,deer,Madrid,2020-11-17
Susan,3,83.90709461694019,1,72.52103846061829,59.682800335687304,3,crab,Madrid,2020-03-01
Elizabeth,5,54.310737996701604,0,26.33060465381113,83.94107911730941,5,pig,Moscow,2020-04-19
Susan,0,40.08055912605758,4,52.62859196584465,64.67748338656276,4,turkey,Lisbon,2020-11-13
William,6,9.790804180402901,9,84.86822823292397,90.21156920756682,3,pig,Tokyo,2020-01-24
Elizabeth,5,94.77271531453921,1,41.43554547347724,91.08727625487901,2,turkey,Nairobi,2020-02-13
Susan,6,49.87549688440588,9,6.999382711792124,79.56082029641946,5,fish,Tokyo,2020-10-29
Ahmed,9,52.007267035267176,7,72.64326264619508,71.66968374614808,4,crab,Nairobi,2020-12-26
Susan,4,52.02138036956788,8,61.126330993231925,19.204406694241204,1,deer,Tokyo,2020-10-28
Mary,0,29.485388640604405,6,57.66499370761575,42.50602369107178,5,fish,Tokyo,2020-07-25
Elizabeth,3,19.330705699315885,2,76.56760545394647,82.26743736993068,6,deer,Nairobi,2020-07-31
Ahmed,1,50.686750997254016,8,64.12692131527048,45.27891686426819,3,fish,Moscow,2020-04-28
Ahmed,3,34.70031302622326,6,94.11108898766646,27.816657655038313,3,pig,Moscow,2020-03-03
Mary,8,84.17693989536178,4,48.039675667541545,78.46638004898384,7,turkey,Nairobi,2020-08-08
Ahmed,5,69.10527107464459,7,65.93965083945155,99.41739535442362,4,deer,Moscow,2020-12-24
William,9,80.01061565254358,3,45.623698367781905,88.15664832658204,7,deer,Madrid,2020-05-11
Elizabeth,3,18.85975958335633,8,53.01094311487774,4.705860696160736,6,turkey,Lisbon,2020-05-17
Mary,2,53.02011807905761,8,36.186978306974495,15.144781470055324,4,pig,Lisbon,2020-11-18
William,5,47.51650320493053,3,92.3048405735648,3.6345170316647413,0,deer,Moscow,2020-05-05
Susan,3,7.610203939392002,1,89.07000337110956,29.110424342287665,5,pig,Lisbon,2020-12-11
Susan,0,22.22524772462693,0,4.821725521440767,88.83497242608823,1,fish,Moscow,2020-09-27
Ahmed,7,94.56313437850724,3,1.1561854065906152,64.77898498898847,3,deer,Tokyo,2020-10-02
William,3,87.18107336527727,1,94.76261448268151,36.195595994712505,7,deer,Lisbon,2020-03-06
William,0,25.371873419463565,0,1.3830444255452656,17.089892551354403,5,deer,Moscow,2020-09-21
Susan,5,27.6734373370516,0,17.478721945204413,44.936924708306904,5,turkey,Moscow,2020-04-10
Elizabeth,5,58.91084341994329,5,11.797138795836482,93.0711684655135,7,crab,Lisbon,2020-03-12
William,8,85.7206443604587,1,66.67415927165482,66.3354398640999,3,pig,Madrid,2020-08-22
Ahmed,0,75.58091421098328,2,67.14863492020065,1.7595095713933362,9,crab,Tokyo,2020-10-14
Mary,3,54.19392229250012,4,72.74714249172617,93.20356720518664,2,turkey,Madrid,2020-03-02
William,2,84.81432553136628,5,4.233774773400345,93.95619471944983,6,pig,Moscow,2020-11-26
Elizabeth,1,89.25097537478403,3,92.15517753839073,18.86431004367385,3,fish,Lisbon,2020-09-16
Susan,9,28.096970861250558,9,18.20395461488732,20.723703373475743,6,fish,Lisbon,2020-05-27
William,4,5.986545705062973,3,47.49784427103315,96.93872743722545,1,crab,Tokyo,2020-08-04
Mary,4,94.22861115788658,0,90.29741472507855,60.328580340199544,4,crab,Nairobi,2020-12-03
Mary,9,79.81876710197659,0,11.763741863211374,12.717167990936606,5,turkey,Nairobi,2020-09-17
William,5,45.34952135400416,9,49.09918311778475,75.04454904659703,0,fish,Nairobi,2020-05-18
Mary,8,44.121674368196764,0,36.26436918401643,21.921696695593905,0,pig,Moscow,2020-06-03
William,1,73.25205563613196,7,64.03118819572828,39.81991100953578,2,turkey,Lisbon,2020-07-18
Mary,9,65.63683172862495,8,24.611150501883817,31.472464720834935,0,turkey,Nairobi,2020-03-06
Susan,6,21.916397878093896,4,54.21946954039474,75.07601414967723,4,crab,Madrid,2020-08-05
Mary,8,86.2492936935247,9,97.32084385050442,83.59904458845698,4,turkey,Lisbon,2020-07-28
Elizabeth,2,61.19437147038168,1,99.85650794164131,98.62277252839193,8,deer,Nairobi,2020-02-27
Mary,9,53.54039322227213,7,16.072662763802292,66.90695134524942,7,deer,Tokyo,2020-07-27
William,5,75.63932832778147,9,65.44161411413309,41.89113571356175,8,pig,Tokyo,2020-06-06
Mary,7,58.40773709738896,7,70.3173334958771,90.69673021379961,7,turkey,Madrid,2020-07-23
William,0,24.223513186697907,8,97.15369034452401,74.87047749058357,8,crab,Tokyo,2020-10-13
Elizabeth,3,85.29565817820452,1,36.9208023887181,60.944096485045264,0,pig,Lisbon,2020-09-24
Mary,7,34.084421584672256,2,88.72486810168678,39.52204226686238,9,turkey,Lisbon,2020-07-01
Mary,2,60.6264726431842,6,55.13637056215555,64.47813018617624,1,pig,Moscow,2020-11-03
Mary,9,79.95108909716629,5,14.811456701468707,9.191019867120275,0,deer,Lisbon,2020-06-10
Elizabeth,5,15.530753820558175,4,66.7233076155122,47.43022677002432,3,fish,Tokyo,2020-05-10
Elizabeth,6,15.919053049023535,7,11.19736979482282,20.727602238146204,4,crab,Lisbon,2020-01-27
Susan,3,33.33975687165647,0,76.13378434029843,4.039709373255739,8,fish,Tokyo,2020-06-15
William,1,98.97725028188135,8,1.1845419715661332,62.1126559097522,2,fish,Nairobi,2020-08-31
Susan,8,2.768685397844328,1,42.69006113102765,51.93316706389219,5,deer,Nairobi,2020-05-22
William,6,41.88767616978764,7,83.3337152796633,27.0159996577636,6,turkey,Nairobi,2020-02-21
Mary,6,0.6834042425782894,7,88.63268988714619,20.58383466818736,7,pig,Nairobi,2020-11-08
Elizabeth,4,71.00117993581165,4,96.42222937338435,23.834361154789097,8,pig,Tokyo,2020-01-02
Ahmed,5,97.29072938160473,5,21.031649006176412,39.486652448924865,7,fish,Madrid,2020-03-31
William,0,25.88326602606682,6,5.174821591190493,70.62354357456357,8,crab,Madrid,2020-08-03
William,3,2.6809924071464764,9,89.63181465040897,48.587817332690776,9,crab,Nairobi,2020-08-21
Susan,2,49.12347030846966,8,54.04775281236466,59.522442516476644,9,turkey,Madrid,2020-10-17
Ahmed,7,89.14968566932583,4,52.584999200497386,51.1454365292468,7,deer,Nairobi,2020-10-17
Susan,2,83.2250537111608,2,34.92105693457071,40.2383194281299,5,fish,Tokyo,2020-02-22
Elizabeth,1,37.267747356041504,5,23.235103875072237,39.22750128610502,5,turkey,Madrid,2020-06-07
Elizabeth,7,70.11143782662663,9,87.74139945457186,87.29786591151736,2,turkey,Lisbon,2020-05-27
Mary,9,38.30816949155393,2,93.25063154903323,44.38772260533461,7,pig,Nairobi,2020-08-25
Mary,1,47.33414926416981,3,92.29083593351984,6.5114808084026805,2,fish,Lisbon,2020-02-12
Ahmed,9,63.897615920163744,7,82.94221875773499,60.79865176911261,6,fish,Moscow,2020-03-20
Elizabeth,3,53.21319237578296,4,25.44384209160765,11.5499268531435,6,deer,Lisbon,2020-09-16
Susan,9,9.054090749135025,4,90.15491677077668,36.804265463088996,3,pig,Madrid,2020-04-01
William,2,93.90264135257624,7,88.60141124952825,23.59219029432056,7,deer,Moscow,2020-06-15
Ahmed,1,32.33160185463142,7,30.02545060088152,50.613938706173776,9,crab,Tokyo,2020-11-18
Susan,3,74.38623245058332,6,70.47901362337063,32.62743182859339,1,pig,Tokyo,2020-04-10
Ahmed,0,12.997920786644324,8,9.662517660835201,16.590036219925388,2,fish,Nairobi,2020-10-08
Elizabeth,6,13.066216950902898,9,45.34983894277582,52.53177487130644,0,turkey,Nairobi,2020-07-15
Ahmed,1,16.879785921541014,2,13.772794766224749,56.18223187097531,2,deer,Nairobi,2020-03-01
Elizabeth,0,84.26509040770834,0,32.01931620045848,33.133060988256226,8,fish,Lisbon,2020-09-18
William,7,53.37147357176016,3,70.88111878995443,55.19565035229339,8,turkey,Nairobi,2020-10-21
Ahmed,5,34.07888374574958,2,60.536005566721826,21.339879582961885,8,fish,Madrid,2020-10-04
Elizabeth,1,7.0640171085174845,8,33.05315520255462,15.214240318060746,2,turkey,Nairobi,2020-01-22
William,1,73.51239500590272,4,32.80105811522087,32.69816574981221,5,pig,Lisbon,2020-04-23
Elizabeth,2,88.44490690053938,9,36.09568062697662,79.52864146844709,4,fish,Moscow,2020-05-13
Susan,9,64.37411784767355,2,97.29216940711196,23.89001377021479,8,pig,Moscow,2020-07-20
Mary,4,19.738115994579854,2,2.6596052984426577,8.695503072312771,3,turkey,Moscow,2020-07-24
Ahmed,1,98.60038886969471,0,3.2876706101325426,61.294298111499955,5,deer,Nairobi,2020-08-04
Mary,5,42.27863051866304,0,36.76814550018318,65.86957909430978,5,fish,Madrid,2020-04-20
Ahmed,0,1.017806994480852,5,69.91522128409986,22.16305213069295,1,fish,Madrid,2020-09-21
William,8,39.27684301460239,1,79.27002277783015,70.1216472492578,5,fish,Madrid,2020-07-10
Elizabeth,6,29.895291592407425,3,32.14535901012563,65.87434214233394,9,turkey,Moscow,2020-08-29
Ahmed,6,30.546177363088113,3,92.09369301302878,75.3256426218888,8,deer,Tokyo,2020-12-02
Ahmed,2,70.38440907040072,2,85.77994445511399,95.33310106787415,1,deer,Tokyo,2020-11-16
Susan,6,30.91334861873275,0,91.67371866853505,27.433421213540388,2,turkey,Moscow,2020-08-20
Elizabeth,7,11.512916088828195,5,34.258052497305734,40.64466198683453,3,turkey,Moscow,2020-12-17
Elizabeth,5,29.65015950980342,5,67.67043821191578,86.61776879613075,1,pig,Tokyo,2020-01-12
Ahmed,8,61.175463353770745,3,50.32850639551061,27.440745478308447,9,pig,Tokyo,2020-11-19
Elizabeth,7,72.29726675382575,6,4.202190946661998,19.090218490982803,8,turkey,Tokyo,2020-03-16
Elizabeth,7,67.66677313526704,0,1.609507722308745,40.712996367214025,0,turkey,Madrid,2020-01-31
Ahmed,0,78.63097080811472,4,68.23114357627104,37.364200258556224,8,pig,Moscow,2020-03-07
Mary,0,31.487466207976222,0,71.41477865071249,35.329892456803044,9,pig,Madrid,2020-02-08
William,5,9.847711882410303,7,88.84476975880918,43.07243988204902,6,pig,Tokyo,2020-12-01
Mary,4,50.564989957583606,9,0.3923029707367687,82.89962059948249,3,deer,Moscow,2020-01-26
Ahmed,0,35.42188264772723,3,21.20319883158086,15.868893097545222,0,turkey,Tokyo,2020-10-03
Elizabeth,5,51.85454156436036,5,50.694482635534456,51.33009812297152,9,crab,Lisbon,2020-06-17
Mary,6,80.76618926650292,0,69.34959937125484,45.9343300180248,1,fish,Madrid,2020-02-10
Ahmed,1,12.592089403602358,1,0.29329432846350034,9.588090927259518,5,pig,Nairobi,2020-03-16
William,8,6.546111202806138,8,52.21471015093611,32.63277162186027,7,fish,Nairobi,2020-05-06
Elizabeth,5,71.75332690543212,0,9.013711350804797,89.33102110331268,7,turkey,Lisbon,2020-10-23
Elizabeth,4,45.674527484415165,4,10.226041737890935,88.4063620905937,0,fish,Tokyo,2020-08-24
Mary,0,44.399372001184524,7,2.0513591340528436,39.515972480306935,4,pig,Madrid,2020-08-31
William,9,58.223931498168625,8,34.20021541258621,6.472481779021533,3,crab,Tokyo,2020-01-08
Susan,9,75.00574300639505,8,7.923874511496464,73.76111932878301,9,crab,Tokyo,2020-04-19
William,5,83.722305505416,6,92.24887383825352,94.55244498144431,6,fish,Lisbon,2020-12-06
Mary,4,49.50689884030528,4,69.5530653995304,49.216725089818326,6,pig,Lisbon,2020-03-31
Elizabeth,1,62.66342682154845,5,39.40682302378473,22.602185227198067,6,fish,Moscow,2020-08-31
William,1,81.85845355018132,3,30.021107005929913,44.46842656826973,7,crab,Tokyo,2020-01-26
Susan,3,93.35949835592321,4,73.68240998326075,40.78963256719401,3,pig,Lisbon,2020-07-29
William,1,80.13016142936871,4,18.010811264457704,12.6821096107952,0,deer,Tokyo,2020-03-17
Elizabeth,2,93.2387921601588,5,47.03374748583084,45.581512660993994,7,crab,Lisbon,2020-09-07
Mary,1,42.4218978839366,4,18.345335964216027,5.828536266965056,7,fish,Madrid,2020-08-23
Mary,1,23.360523839993874,0,99.32289622789938,14.731472527945378,7,turkey,Nairobi,2020-03-03
Ahmed,2,81.67952564507499,9,91.96352117041658,12.646919152884662,6,deer,Tokyo,2020-02-29
Mary,1,34.94871289438479,8,49.92006071945673,0.4576420122413771,0,fish,Madrid,2020-10-17
William,0,58.919837187000425,1,49.50810728819868,7.9098541408303635,3,deer,Nairobi,2020-08-10
Susan,5,76.85301144004967,6,65.20950834186098,99.10899437697547,4,pig,Tokyo,2020-12-10
Mary,7,79.41798484582898,3,14.689093737748838,27.706613344290098,5,fish,Moscow,2020-11-23
Elizabeth,6,73.1585955578936,2,58.96701529135699,96.12177109145372,8,deer,Lisbon,2020-05-21
Mary,6,54.32041088784637,0,33.80919298386331,50.39135806480992,8,crab,Tokyo,2020-07-04
Susan,9,21.609973122078387,1,23.271460362432748,3.419704480505459,5,deer,Moscow,2020-06-28
Elizabeth,1,27.188545751170057,6,53.23699233503355,46.39748195290746,1,deer,Nairobi,2020-07-17
William,1,45.35602041336402,3,29.522900375815166,30.798563108676603,7,deer,Madrid,2020-05-20
Ahmed,6,37.53455935097819,7,49.444988061574634,94.09580822853354,4,crab,Lisbon,2020-02-29
William,2,70.84593218397536,8,2.4953622324608626,92.96217795959737,5,pig,Lisbon,2020-06-03
Elizabeth,0,22.443413321781414,0,86.78481021549607,8.489315555589904,7,pig,Madrid,2020-03-06
Susan,1,24.351448634323468,0,76.75963107954583,89.62257457564772,4,deer,Nairobi,2020-06-30
Mary,8,99.45450939704196,9,90.78587605617403,88.29167816733951,0,fish,Tokyo,2020-03-18
Elizabeth,4,85.09417764368543,7,65.27791530971656,52.795935441236786,1,turkey,Madrid,2020-10-17
Ahmed,4,90.72036330731102,7,22.973954892839853,69.35840322197106,8,crab,Tokyo,2020-10-31
Ahmed,2,94.68946398561603,1,73.62949306903049,81.70079064076536,9,crab,Tokyo,2020-05-13
William,4,33.6981432687279,3,72.72397877142028,7.6893882942268394,4,turkey,Madrid,2020-02-25
Susan,9,92.2234456061528,7,27.522272615854128,18.968250003878673,2,fish,Tokyo,2020-05-30
William,4,35.6936994110803,9,17.276887666545193,68.48468445628005,2,pig,Tokyo,2020-04-19
Elizabeth,8,63.34411765997026,4,44.83278315791055,62.63912307286844,9,fish,Nairobi,2020-10-07
Ahmed,7,21.37337310762506,9,98.04787860181669,12.32267283083015,8,deer,Lisbon,2020-12-01
Susan,7,76.61116025158842,7,72.3991582608098,63.31451060172289,9,crab,Tokyo,2020-11-10
William,5,12.130413942884388,4,95.6284931951146,87.58768615370802,4,pig,Tokyo,2020-06-22
